"","PatientRace","PatientGender","PatientLanguage","PrimaryDiagnosisDescription","Frequency"
"9273","White","Female","English","Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium",1110
"9274","White","Female","English","Metabolic disorder following (induced) termination of pregnancy",359
"9275","White","Female","English","Metabolic disorder following incomplete spontaneous abortion",455
"9276","White","Female","English","Metabolic disorders following an ectopic and molar pregnancy",720
"9277","White","Female","English","Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere",1331
"9278","White","Female","English","Minor laceration of left pulmonary blood vessels",576
"9279","White","Female","English","Minor laceration of pulmonary blood vessels",535
"9280","White","Female","English","Mixed disorder of acid-base balance",95
"9281","White","Female","English","Mixed receptive-expressive language disorder",744
"9282","White","Female","English","Monocytic leukemia",563
"9283","White","Female","English","Mood disorder due to known physiological condition",595
"9284","White","Female","English","Mood disorder due to known physiological condition with major depressive-like episode",466
"9285","White","Female","English","Mood disorder due to known physiological condition with manic features",397
"9286","White","Female","English","Mood disorder due to known physiological condition with mixed features",201
"9287","White","Female","English","Moyamoya disease",490
"9288","White","Female","English","Multiple myeloma and malignant plasma cell neoplasms",505
"9289","White","Female","English","Myelitis in diseases classified elsewhere",314
"9290","White","Female","English","Myelodysplastic disease, not classified",317
"9291","White","Female","English","Myeloid leukemia",974
"9292","White","Female","English","Myocarditis in diseases classified elsewhere",246
"9293","White","Female","English","Myopathy in diseases classified elsewhere",346
"9294","White","Female","English","Narcissistic personality disorder",1047
"9295","White","Female","English","Neonatal cardiac dysrhythmia",881
"9296","White","Female","English","Neoplasm of uncertain behavior of adrenal gland",406
"9297","White","Female","English","Neoplasm of uncertain behavior of bone and articular cartilage",357
"9298","White","Female","English","Neoplasm of uncertain behavior of brain and central nervous system",92
"9299","White","Female","English","Neoplasm of uncertain behavior of brain, infratentorial",431
"9300","White","Female","English","Neoplasm of uncertain behavior of carotid body",379
"9301","White","Female","English","Neoplasm of uncertain behavior of cerebral meninges",117
"9302","White","Female","English","Neoplasm of uncertain behavior of colon",395
"9303","White","Female","English","Neoplasm of uncertain behavior of cranial nerves",448
"9304","White","Female","English","Neoplasm of uncertain behavior of endocrine glands",488
"9305","White","Female","English","Neoplasm of uncertain behavior of larynx",247
"9306","White","Female","English","Neoplasm of uncertain behavior of left adrenal gland",209
"9307","White","Female","English","Neoplasm of uncertain behavior of left kidney",1025
"9308","White","Female","English","Neoplasm of uncertain behavior of left ovary",276
"9309","White","Female","English","Neoplasm of uncertain behavior of left renal pelvis",434
"9310","White","Female","English","Neoplasm of uncertain behavior of left testis",259
"9311","White","Female","English","Neoplasm of uncertain behavior of left ureter",486
"9312","White","Female","English","Neoplasm of uncertain behavior of lip",1069
"9313","White","Female","English","Neoplasm of uncertain behavior of lip, oral cavity and pharynx",98
"9314","White","Female","English","Neoplasm of uncertain behavior of liver, gallbladder and bile ducts",210
"9315","White","Female","English","Neoplasm of uncertain behavior of mediastinum",191
"9316","White","Female","English","Neoplasm of uncertain behavior of ovary",496
"9317","White","Female","English","Neoplasm of uncertain behavior of peripheral nerves and autonomic nervous system",362
"9318","White","Female","English","Neoplasm of uncertain behavior of pharynx",460
"9319","White","Female","English","Neoplasm of uncertain behavior of pineal gland",591
"9320","White","Female","English","Neoplasm of uncertain behavior of pituitary gland",352
"9321","White","Female","English","Neoplasm of uncertain behavior of pleura",327
"9322","White","Female","English","Neoplasm of uncertain behavior of rectum",470
"9323","White","Female","English","Neoplasm of uncertain behavior of renal pelvis",671
"9324","White","Female","English","Neoplasm of uncertain behavior of retroperitoneum",329
"9325","White","Female","English","Neoplasm of uncertain behavior of right adrenal gland",316
"9326","White","Female","English","Neoplasm of uncertain behavior of right kidney",287
"9327","White","Female","English","Neoplasm of uncertain behavior of right ovary",92
"9328","White","Female","English","Neoplasm of uncertain behavior of right testis",1044
"9329","White","Female","English","Neoplasm of uncertain behavior of right ureter",584
"9330","White","Female","English","Neoplasm of uncertain behavior of small intestine",141
"9331","White","Female","English","Neoplasm of uncertain behavior of spinal cord",587
"9332","White","Female","English","Neoplasm of uncertain behavior of stomach",294
"9333","White","Female","English","Neoplasm of uncertain behavior of testis",1052
"9334","White","Female","English","Neoplasm of uncertain behavior of the minor salivary glands",297
"9335","White","Female","English","Neoplasm of uncertain behavior of the parotid salivary glands",971
"9336","White","Female","English","Neoplasm of uncertain behavior of the submandibular salivary glands",103
"9337","White","Female","English","Neoplasm of uncertain behavior of tongue",491
"9338","White","Female","English","Neoplasm of uncertain behavior of ureter",352
"9339","White","Female","English","Neoplasm of uncertain behavior of uterus",420
"9340","White","Female","English","Neoplasm related pain (acute) (chronic)",140
"9341","White","Female","English","Nephrogenic diabetes insipidus",273
"9342","White","Female","English","Nephrotic syndrome with dense deposit disease",756
"9343","White","Female","English","Nerve root and plexus compressions in diseases classified elsewhere",641
"9344","White","Female","English","Nerve root and plexus disorders",609
"9345","White","Female","English","Niemann-Pick disease",573
"9346","White","Female","English","Niemann-Pick disease type B",457
"9347","White","Female","English","Niemann-Pick disease type C",336
"9348","White","Female","English","Niemann-Pick disease type D",590
"9349","White","Female","English","Noninfective disorders of pinna",735
"9350","White","Female","English","Noninfective disorders of pinna, bilateral",673
"9351","White","Female","English","Noninfective disorders of pinna, left ear",476
"9352","White","Female","English","Noninfective disorders of pinna, right ear",178
"9353","White","Female","English","Noninflammatory disorders of testis",618
"9354","White","Female","English","Nonpneumonic Legionnaires disease [Pontiac fever]
6CC2577D-DFA3-459D-8897-49EAD2634846	4	I34	Nonrheumatic mitral valve disorders
6CC2577D-DFA3-459D-8897-49EAD2634846	5	C40.21	Malignant neoplasm of long bones of right lower limb
6CC2577D-DFA3-459D-8897-49EAD2634846	6	F68.12	Factitious disorder with predominantly physical signs and symptoms
6CC2577D-DFA3-459D-8897-49EAD2634846	7	B45.0	Pulmonary cryptococcosis
6CC2577D-DFA3-459D-8897-49EAD2634846	8	M10.342	Gout due to renal impairment, left hand
E1ED0D16-12D2-49C8-8C97-99CC31E8F87A	1	M02.351	Reiters disease, right hip",465
"9355","White","Female","English","Nonpneumonic Legionnaires disease [Pontiac fever]
9C51DFF1-2A58-4D79-8C84-37A4F40E3293	6	E72.3	Disorders of lysine and hydroxylysine metabolism
646E1E28-0A84-4F40-AFC4-61770A4A6E1B	1	I25.75	Atherosclerosis of native coronary artery of transplanted heart with angina pectoris
646E1E28-0A84-4F40-AFC4-61770A4A6E1B	2	O99.51	Diseases of the respiratory system complicating pregnancy
646E1E28-0A84-4F40-AFC4-61770A4A6E1B	3	P26.1	Massive pulmonary hemorrhage originating in the perinatal period
646E1E28-0A84-4F40-AFC4-61770A4A6E1B	4	M05.55	Rheumatoid polyneuropathy with rheumatoid arthritis of hip
646E1E28-0A84-4F40-AFC4-61770A4A6E1B	5	F34	Persistent mood [affective] disorders
646E1E28-0A84-4F40-AFC4-61770A4A6E1B	6	C16	Malignant neoplasm of stomach
6E7CEDE2-92B6-400A-AA2A-A82C87491564	1	E89	Postprocedural endocrine and metabolic complications and disorders, not elsewhere classified
6E7CEDE2-92B6-400A-AA2A-A82C87491564	2	F06.2	Psychotic disorder with delusions due to known physiological condition
6E7CEDE2-92B6-400A-AA2A-A82C87491564	3	C34.2	Malignant neoplasm of middle lobe, bronchus or lung
DF40BDC3-8CF3-4969-A7E6-015BCE3EC9CC	1	C69.82	Malignant neoplasm of overlapping sites of left eye and adnexa
18DFA9D5-5458-4547-BF8E-5EA20317C931	1	E10.621	Type 1 diabetes mellitus with foot ulcer
A096574A-1E3A-4FD7-A26E-CC493653985B	1	O10.313	Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, third trimester
0AFC4011-8DD8-4531-A1D2-750857C8608B	1	B57.4	Chagas disease (chronic) with nervous system involvement",78
"9356","White","Female","English","Nonrheumatic aortic valve disorders",405
"9357","White","Female","English","Nonrheumatic mitral valve disorders",321
"9358","White","Female","English","Nonrheumatic pulmonary valve stenosis",137
"9359","White","Female","English","Nonrheumatic pulmonary valve stenosis with insufficiency",512
"9360","White","Female","English","Nonrheumatic tricuspid valve disorders",283
"9361","White","Female","English","Onchocerciasis with eye disease",443
"9362","White","Female","English","Onchocerciasis without eye disease",86
"9363","White","Female","English","Oncovirus as the cause of diseases classified elsewhere",501
"9364","White","Female","English","Opioid abuse with opioid-induced mood disorder",475
"9365","White","Female","English","Opioid abuse with opioid-induced psychotic disorder",241
"9366","White","Female","English","Opioid abuse with opioid-induced psychotic disorder with delusions",241
"9367","White","Female","English","Opioid abuse with opioid-induced sleep disorder",452
"9368","White","Female","English","Oppositional defiant disorder",524
"9369","White","Female","English","Orgasmic disorder",364
"9370","White","Female","English","Oropouche virus disease",824
"9371","White","Female","English","Osteitis deformans in neoplastic diseases",398
"9372","White","Female","English","Osteitis deformans in neoplastic diseases, forearm",344
"9373","White","Female","English","Osteitis deformans in neoplastic diseases, left ankle and foot",461
"9374","White","Female","English","Osteitis deformans in neoplastic diseases, left forearm",349
"9375","White","Female","English","Osteitis deformans in neoplastic diseases, left lower leg",289
"9376","White","Female","English","Osteitis deformans in neoplastic diseases, left shoulder",140
"9377","White","Female","English","Osteitis deformans in neoplastic diseases, left thigh",503
"9378","White","Female","English","Osteitis deformans in neoplastic diseases, left upper arm",296
"9379","White","Female","English","Osteitis deformans in neoplastic diseases, lower leg",296
"9380","White","Female","English","Osteitis deformans in neoplastic diseases, right ankle and foot",287
"9381","White","Female","English","Osteitis deformans in neoplastic diseases, right forearm",758
"9382","White","Female","English","Osteitis deformans in neoplastic diseases, right shoulder",96
"9383","White","Female","English","Osteitis deformans in neoplastic diseases, right upper arm",1096
"9384","White","Female","English","Osteitis deformans in neoplastic diseases, shoulder",500
"9385","White","Female","English","Osteitis deformans in neoplastic diseases, thigh",110
"9386","White","Female","English","Osteonecrosis in diseases classified elsewhere, forearm",666
"9387","White","Female","English","Osteonecrosis in diseases classified elsewhere, hand",297
"9388","White","Female","English","Osteonecrosis in diseases classified elsewhere, left hand",305
"9389","White","Female","English","Osteonecrosis in diseases classified elsewhere, left shoulder",300
"9390","White","Female","English","Osteonecrosis in diseases classified elsewhere, left thigh",1286
"9391","White","Female","English","Osteonecrosis in diseases classified elsewhere, lower leg",406
"9392","White","Female","English","Osteonecrosis in diseases classified elsewhere, right ankle and foot",261
"9393","White","Female","English","Osteonecrosis in diseases classified elsewhere, right hand",863
"9394","White","Female","English","Osteonecrosis in diseases classified elsewhere, right shoulder",198
"9395","White","Female","English","Osteonecrosis in diseases classified elsewhere, shoulder",632
"9396","White","Female","English","Osteonecrosis in diseases classified elsewhere, thigh",1134
"9397","White","Female","English","Osteonecrosis in diseases classified elsewhere, upper arm",423
"9398","White","Female","English","Osteopathy in diseases classified elsewhere",78
"9399","White","Female","English","Osteopathy in diseases classified elsewhere, ankle and foot",227
"9400","White","Female","English","Osteopathy in diseases classified elsewhere, forearm",509
"9401","White","Female","English","Osteopathy in diseases classified elsewhere, left ankle and foot",431
"9402","White","Female","English","Osteopathy in diseases classified elsewhere, left forearm",718
"9403","White","Female","English","Osteopathy in diseases classified elsewhere, left hand",420
"9404","White","Female","English","Osteopathy in diseases classified elsewhere, left lower leg",456
"9405","White","Female","English","Osteopathy in diseases classified elsewhere, left shoulder",278
"9406","White","Female","English","Osteopathy in diseases classified elsewhere, left thigh",173
"9407","White","Female","English","Osteopathy in diseases classified elsewhere, left upper arm",109
"9408","White","Female","English","Osteopathy in diseases classified elsewhere, lower leg",390
"9409","White","Female","English","Osteopathy in diseases classified elsewhere, multiple sites",139
"9410","White","Female","English","Osteopathy in diseases classified elsewhere, right hand",488
"9411","White","Female","English","Osteopathy in diseases classified elsewhere, right lower leg",270
"9412","White","Female","English","Osteopathy in diseases classified elsewhere, right thigh",159
"9413","White","Female","English","Osteopathy in diseases classified elsewhere, upper arm",624
"9414","White","Female","English","Otitis media in diseases classified elsewhere",531
"9415","White","Female","English","Pain disorders related to psychological factors",68
"9416","White","Female","English","Panic disorder [episodic paroxysmal anxiety] without agoraphobia",194
"9417","White","Female","English","Papilledema associated with retinal disorder",476
"9418","White","Female","English","Papillomavirus as the cause of diseases classified elsewhere",278
"9419","White","Female","English","Papulosquamous disorders in diseases classified elsewhere",517
"9420","White","Female","English","Parkinsons disease
D726DFAD-A4FE-4B58-AFA1-2866D694EA3A	1	C94.01	Acute erythroid leukemia, in remission
D726DFAD-A4FE-4B58-AFA1-2866D694EA3A	2	H47.62	Disorders of visual cortex in (due to) inflammatory disorders
EA1122E3-06CE-4564-86C8-771E4574E0A1	1	M63	Disorders of muscle in diseases classified elsewhere
EA1122E3-06CE-4564-86C8-771E4574E0A1	2	C51.1	Malignant neoplasm of labium minus
EA1122E3-06CE-4564-86C8-771E4574E0A1	3	C41.0	Malignant neoplasm of bones of skull and face
EA1122E3-06CE-4564-86C8-771E4574E0A1	4	L74	Eccrine sweat disorders
EA1122E3-06CE-4564-86C8-771E4574E0A1	5	D41.22	Neoplasm of uncertain behavior of left ureter
EEDED9E9-F26F-47F5-941D-222C5E0E525E	1	O29.11	Cardiac arrest due to anesthesia during pregnancy
EEDED9E9-F26F-47F5-941D-222C5E0E525E	2	C92.52	Acute myelomonocytic leukemia, in relapse
018C33ED-A20C-4BE7-8FF9-9E44C234AEC1	1	K50.112	Crohns disease of large intestine with intestinal obstruction",279
"9421","White","Female","English","Partial loss of teeth due to periodontal diseases, class I",1001
"9422","White","Female","English","Partial loss of teeth due to periodontal diseases, class III",1024
"9423","White","Female","English","Partial loss of teeth due to periodontal diseases, class IV",155
"9424","White","Female","English","Patellofemoral disorders",546
"9425","White","Female","English","Patellofemoral disorders, left knee",1143
"9426","White","Female","English","Patellofemoral disorders, right knee",408
"9427","White","Female","English","Pathological fracture in neoplastic disease, ankle and foot",160
"9428","White","Female","English","Pathological fracture in neoplastic disease, hand",254
"9429","White","Female","English","Pathological fracture in neoplastic disease, left ankle",667
"9430","White","Female","English","Pathological fracture in neoplastic disease, left femur",152
"9431","White","Female","English","Pathological fracture in neoplastic disease, left fibula",589
"9432","White","Female","English","Pathological fracture in neoplastic disease, left foot",981
"9433","White","Female","English","Pathological fracture in neoplastic disease, left hand",1070
"9434","White","Female","English","Pathological fracture in neoplastic disease, left humerus",457
"9435","White","Female","English","Pathological fracture in neoplastic disease, left radius",295
"9436","White","Female","English","Pathological fracture in neoplastic disease, left shoulder",963
"9437","White","Female","English","Pathological fracture in neoplastic disease, left tibia",150
"9438","White","Female","English","Pathological fracture in neoplastic disease, left ulna",399
"9439","White","Female","English","Pathological fracture in neoplastic disease, pelvis",869
"9440","White","Female","English","Pathological fracture in neoplastic disease, right ankle",192
"9441","White","Female","English","Pathological fracture in neoplastic disease, right femur",129
"9442","White","Female","English","Pathological fracture in neoplastic disease, right humerus",1325
"9443","White","Female","English","Pathological fracture in neoplastic disease, right tibia",1116
"9444","White","Female","English","Pathological fracture in neoplastic disease, shoulder",1160
"9445","White","Female","English","Pathological fracture in neoplastic disease, tibia and fibula",463
"9446","White","Female","English","Pathological fracture in neoplastic disease, ulna and radius",410
"9447","White","Female","English","Periodic limb movement disorder",204
"9448","White","Female","English","Peripheral vascular angioplasty status with implants and grafts",213
"9449","White","Female","English","Peroxisomal disorders",230
"9450","White","Female","English","Personality and behavioral disorders due to known physiological condition",429
"9451","White","Female","English","Pervasive developmental disorders",147
"9452","White","Female","English","Phobic anxiety disorders",320
"9453","White","Female","English","Phonological disorder",101
"9454","White","Female","English","Picks disease
4D1C3DD9-6DD6-4AE9-BE23-3E0A32F20139	1	M84.563	Pathological fracture in neoplastic disease, right fibula
4D1C3DD9-6DD6-4AE9-BE23-3E0A32F20139	2	M90.5	Osteonecrosis in diseases classified elsewhere
4D1C3DD9-6DD6-4AE9-BE23-3E0A32F20139	3	E75.243	Niemann-Pick disease type D
A321C3D1-961F-43C7-AE54-8EC81EA31233	1	N15.1	Renal and perinephric abscess
A321C3D1-961F-43C7-AE54-8EC81EA31233	2	C51.8	Malignant neoplasm of overlapping sites of vulva
A321C3D1-961F-43C7-AE54-8EC81EA31233	3	F90.0	Attention-deficit hyperactivity disorder, predominantly inattentive type
A321C3D1-961F-43C7-AE54-8EC81EA31233	4	D37.032	Neoplasm of uncertain behavior of the submandibular salivary glands
3BFBDEFC-FD82-42EF-A6E2-BF71FD62B88F	1	M90.612	Osteitis deformans in neoplastic diseases, left shoulder
3BFBDEFC-FD82-42EF-A6E2-BF71FD62B88F	2	E08.341	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema
3BFBDEFC-FD82-42EF-A6E2-BF71FD62B88F	3	L87	Transepidermal elimination disorders
6DD69993-7DBF-42F7-869E-F8FD4E956BED	1	C17.1	Malignant neoplasm of jejunum
6DD69993-7DBF-42F7-869E-F8FD4E956BED	2	F31.74	Bipolar disorder, in full remission, most recent episode manic
6DD69993-7DBF-42F7-869E-F8FD4E956BED	3	C57.12	Malignant neoplasm of left broad ligament
6DD69993-7DBF-42F7-869E-F8FD4E956BED	4	E11.63	Type 2 diabetes mellitus with oral complications
6DD69993-7DBF-42F7-869E-F8FD4E956BED	5	M05.261	Rheumatoid vasculitis with rheumatoid arthritis of right knee
C6F4DAB5-527D-435A-B311-78D48127213C	1	H05.1	Chronic inflammatory disorders of orbit
C6F4DAB5-527D-435A-B311-78D48127213C	2	O24	Diabetes mellitus in pregnancy, childbirth, and the puerperium
C6F4DAB5-527D-435A-B311-78D48127213C	3	F54	Psychological and behavioral factors associated with disorders or diseases classified elsewhere
C6F4DAB5-527D-435A-B311-78D48127213C	4	J11.0	Influenza due to unidentified influenza virus with pneumonia
70B2D01F-077A-4E2C-9411-2DCA8A448370	1	M24.271	Disorder of ligament, right ankle
70B2D01F-077A-4E2C-9411-2DCA8A448370	2	J20.4	Acute bronchitis due to parainfluenza virus
FC2A6DD3-2D85-4335-AB62-E4E520D2ACA1	1	C68.0	Malignant neoplasm of urethra
01DCC2A7-0D19-4EDC-8E91-32B7B0F25BF7	1	C25.3	Malignant neoplasm of pancreatic duct
01DCC2A7-0D19-4EDC-8E91-32B7B0F25BF7	2	K08.421	Partial loss of teeth due to periodontal diseases, class I
01DCC2A7-0D19-4EDC-8E91-32B7B0F25BF7	3	C91.02	Acute lymphoblastic leukemia, in relapse
CD7E75DA-5077-4816-9920-8A1691E3AF4A	1	D27	Benign neoplasm of ovary
CD7E75DA-5077-4816-9920-8A1691E3AF4A	2	C47.0	Malignant neoplasm of peripheral nerves of head, face and neck
CD7E75DA-5077-4816-9920-8A1691E3AF4A	3	T82.211	Breakdown (mechanical) of coronary artery bypass graft
CD7E75DA-5077-4816-9920-8A1691E3AF4A	4	C24.8	Malignant neoplasm of overlapping sites of biliary tract
CD7E75DA-5077-4816-9920-8A1691E3AF4A	5	M12.152	Kaschin-Beck disease, left hip
7655E9A8-7A1C-4C3A-99FB-7817A5386BDF	1	C64.1	Malignant neoplasm of right kidney, except renal pelvis
7655E9A8-7A1C-4C3A-99FB-7817A5386BDF	2	J20.1	Acute bronchitis due to Hemophilus influenzae
7655E9A8-7A1C-4C3A-99FB-7817A5386BDF	3	F31.32	Bipolar disorder, current episode depressed, moderate
C5BE7760-C50F-4F14-9613-FE0CFF471039	1	M06.25	Rheumatoid bursitis, hip
C5BE7760-C50F-4F14-9613-FE0CFF471039	2	H93.3X1	Disorders of right acoustic nerve
C5BE7760-C50F-4F14-9613-FE0CFF471039	3	M05.43	Rheumatoid myopathy with rheumatoid arthritis of wrist
4624ADB0-A65A-4D90-8B81-2D5F3C5E9EE7	1	F18.14	Inhalant abuse with inhalant-induced mood disorder
4624ADB0-A65A-4D90-8B81-2D5F3C5E9EE7	2	O10.21	Pre-existing hypertensive chronic kidney disease complicating pregnancy
4624ADB0-A65A-4D90-8B81-2D5F3C5E9EE7	3	C53	Malignant neoplasm of cervix uteri
4624ADB0-A65A-4D90-8B81-2D5F3C5E9EE7	4	C71.2	Malignant neoplasm of temporal lobe
82946633-AD43-4715-81ED-752C66235A59	1	H47.632	Disorders of visual cortex in (due to) neoplasm, left side of brain
82946633-AD43-4715-81ED-752C66235A59	2	B38.1	Chronic pulmonary coccidioidomycosis
A96BBC69-BDB5-4916-9FF7-83FCF462C22A	1	M90.571	Osteonecrosis in diseases classified elsewhere, right ankle and foot
A96BBC69-BDB5-4916-9FF7-83FCF462C22A	2	G32.0	Subacute combined degeneration of spinal cord in diseases classified elsewhere
A96BBC69-BDB5-4916-9FF7-83FCF462C22A	3	M05.222	Rheumatoid vasculitis with rheumatoid arthritis of left elbow
1D9D4EF5-C365-41E3-844A-0F997D3F4C55	1	N00.6	Acute nephritic syndrome with dense deposit disease
2D122286-F56E-4843-8650-86FD1F87E7F8	1	C67.3	Malignant neoplasm of anterior wall of bladder
2D122286-F56E-4843-8650-86FD1F87E7F8	2	E11.52	Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene
F5386C30-C815-4F6A-B096-B3F107893FD7	1	C68.0	Malignant neoplasm of urethra
F5386C30-C815-4F6A-B096-B3F107893FD7	2	O99.413	Diseases of the circulatory system complicating pregnancy, third trimester
F5386C30-C815-4F6A-B096-B3F107893FD7	3	C69.11	Malignant neoplasm of right cornea
F5386C30-C815-4F6A-B096-B3F107893FD7	4	K50.81	Crohns disease of both small and large intestine with complications",166
